新闻id,内容,链接
1099,"ETH 价格波动，清算强度或达数十亿美元据 ChainCatcher 报道，据 Coinglass 数据显示，若 ETH 跌破 2,198 美元，主流 CEX 累计多单清算强度将达 17.26 亿美元。反之，若 ETH 突破 2,427 美元，主流 CEX 累计空单清算强度将达 10.78 亿美元。",https://www.binance.com/zh-CN/square/post/302502037789985
1100,BNB 跌破 670 USDT，24 小时跌幅0.90%据币安行情数据显示，BNB 跌破 670 USDT，现报价 669.450012 USDT，24 小时跌幅0.90%。,https://www.binance.com/zh-CN/square/post/302501828106994
1101,Wintermute：Bitcoin 进入熊市初期抛售阶段，关注中段价格测试Wintermute 表示，Bitcoin 已经度过熊市初期的抛售阶段，并指出中段 6 万美元区间是机构需求的关键测试。据 NS3 报道，该公司称全面趋势逆转尚未确认，并将 7.4 万美元和 8 万美元视为主要阻力位。,https://www.binance.com/zh-CN/square/post/302501335562674
1102,市场趋势 | 机构投资者积累 2450 万枚 ZRO，预计 3 月 20 日解锁 5500 万美元据 NS3 报道，Nansen 表示，九个被认为属于机构投资者的钱包在最近几天积累了价值 4750 万美元的 2450 万枚 ZRO。Nansen 评估此活动可能是机构在 3 月 20 日计划解锁 5500 万美元之前的布局。,https://www.binance.com/zh-CN/square/post/302501315347825
1103,伊朗情报部：查获数百套星链系统据金十数据报道，伊朗情报部宣布在全国范围内的一次行动中查获了数百套星链系统。这一行动显示了伊朗对境内外通信技术的严格管控。,https://www.binance.com/zh-CN/square/post/302501106066897
1104,新日铁公司筹集9000亿日元贷款以支持业务发展据金十数据引述日经新闻报道，新日铁公司计划从日本国际协力银行筹集5500亿日元贷款，并从私营银行筹集3500亿日元贷款。此举旨在支持其业务发展和扩展。,https://www.binance.com/zh-CN/square/post/302500888767026
1105,至少400人在巴基斯坦袭击喀布尔戒毒中心后遇难阿富汗官员称，至少400人在巴基斯坦袭击喀布尔的一家戒毒中心后遇难。纽约时报在 X（原 Twitter）发文表示，这次袭击引发了国际社会的广泛关注和谴责。,https://www.binance.com/zh-CN/square/post/302499550777985
1106,比特币连续 8 日上涨，创近 4 年新高据 ChainCatcher 报道，比特币自录得连续 8 个交易日上涨，这是近 4 年来首次出现。据 glassnode 数据，历史上比特币出现至少 8 连涨共 15 次，随后 30 天有 9 次继续上涨、6 次下跌，30 天中位数涨幅约 19%。,https://www.binance.com/zh-CN/square/post/302499536762498
1107,地缘政治 | 伊朗战争引发南非债市六年来最大资金外流伊朗战争导致南非债券市场出现至少六年来最大规模的资金外流。Bloomberg 在 X（原 Twitter）发文表示，投资者对地缘政治风险的担忧加剧，纷纷撤出南非市场。,https://www.binance.com/zh-CN/square/post/302499296802434
1108,德国投资者信心大幅下滑，中东冲突加剧通胀压力据金十数据报道，德国智库ZEW表示，3月份德国投资者信心下滑幅度远超预期，主要原因是中东冲突导致物价压力加剧。德国3月ZEW经济景气指数降至-0.5，分析师此前预计该指数将从上个月的58.3降至39.0。ZEW主席阿希姆·瓦姆巴赫指出，通胀压力加大了德国经济复苏放缓的风险。瓦姆巴赫表示，影响的强度取决于冲突的激烈程度和持续时间。金融市场专家对冲突迅速解决持怀疑态度。尽管投资者信心下降，但德国3月ZEW经济现况指数-62.9点，较上月的-65.9点有所上升。,https://www.binance.com/zh-CN/square/post/302498911539954
1109,地缘政治 | 美国联邦通信委员会在特朗普总统领导下加强言论监管美国联邦通信委员会（FCC）在特朗普总统的领导下，开始加强对广播电台执照和媒体合并的监管。Bloomberg 在 X（原 Twitter）发文表示，FCC 现在也开始对言论进行监管。这一变化引发了广泛关注，因为 FCC 拥有广泛的权力，可以影响媒体行业的运作和发展。,https://www.binance.com/zh-CN/square/post/302498720771362
1110,德国经济部长：将与经合组织国家协同行动释放石油储备德国经济部长赖希表示，德国计划与其他经济合作与发展组织（经合组织）国家协同行动，向市场释放部分国家石油储备。此举旨在应对当前市场的石油供应紧张局面，稳定油价。赖希强调，这一行动将有助于缓解全球能源市场的压力，并确保石油供应的稳定性。,https://www.binance.com/zh-CN/square/post/302498076639073
1111,伊朗军方：对以色列科技网络中心和武器制造厂发动无人机袭击据金十数据报道，伊朗军方宣布自今日黎明起，对以色列的科技网络中心和拉斐尔武器制造厂进行了无人机袭击。这次袭击标志着地区紧张局势的进一步升级。,https://www.binance.com/zh-CN/square/post/302497542404946
1112,伊朗外交部：谴责以色列对黎巴嫩的侵略行为据金十数据报道，伊朗外交部表示，外交部长谴责了犹太复国主义政权对黎巴嫩的残酷侵略以及在该国杀害数百人的行为。其强调，继续忽视和漠视以色列在被占领的巴勒斯坦以及对该地区国家的犯罪侵犯行为，只会导致该政权侵略范围的扩大，并加剧该地区和世界的不安全局势。,https://www.binance.com/zh-CN/square/post/302497201210706
1113,伊朗外交部：美以军事侵略违反联合国宪章据金十数据报道，伊朗外交部表示，外交部长指出，美国和以色列对伊朗的军事侵略公然违反了《联合国宪章》的基本原则和规则以及国际法。外交部长提醒联合国和秘书长有责任根据《宪章》第七章，坚决、明确地谴责这种侵略行为，并追究侵略者的责任。,https://www.binance.com/zh-CN/square/post/302497164058290
1114,伊朗外长：呼吁国际社会关注霍尔木兹海峡不安全根源据金十数据报道，伊朗外交部表示，伊朗外长阿拉格齐呼吁国际社会关注该地区和霍尔木兹海峡不安全的主要根源，即美国和犹太复国主义政权的军事侵略。,https://www.binance.com/zh-CN/square/post/302497144150546
1115,伊朗外交部：霍尔木兹海峡局势与地区整体局势密不可分据金十数据报道，伊朗外交部表示，霍尔木兹海峡的局势不能脱离该地区的整体局势来考虑。海峡航运中断是由美国和犹太复国主义政权强加的战争造成的。任何关心和平与安全的国家或国际组织都必须负责任地、毫不留情地谴责这两个政权的罪行，并要求它们停止对伊朗人民的军事侵略。,https://www.binance.com/zh-CN/square/post/302497122562370
1116,地缘政治 | 芬兰总统呼吁中东和平调解芬兰总统 Alexander Stubb 表示，中东地区需要和平调解，并建议欧洲或印度可以参与其中。Bloomberg 在 X（原 Twitter）发文表示，Stubb 指出，以色列、美国和伊朗之间的不同利益是和平进程的障碍。,https://www.binance.com/zh-CN/square/post/302496851751522
1117,美国参议员施压能源部提供战略石油储备计划据金十数据引述AXIOS网站报道，随着汽油零售价格上涨，美国亚利桑那州民主党参议员鲁本·加列戈正向美国能源部施压，要求其提供战略石油储备的详细计划。,https://www.binance.com/zh-CN/square/post/302496755361474
1118,"RealT 因底特律房产维护问题被市政府起诉加拿大兄弟 Rémy Jacobson 和 Jean-Marc Jacobson 创立的房地产代币化平台 RealT 因其在美国底特律持有的房产维护问题被市政府起诉。

据吴说报道，RealT 通过发行约 50 美元的加密代币向全球投资者出售房产份额，目前约 1.6 万名来自 150 个国家的投资者持有相关代币。底特律政府称部分房屋存在严重违规并不适合居住。",https://www.binance.com/zh-CN/square/post/302496665267537
1119,Volkswagen 高端品牌组今年盈利能力提升，得益于新车型和效率提升Volkswagen 的高端品牌组预计今年盈利能力将有所提升。Bloomberg 在 X（原 Twitter）发文表示，这得益于新车型如 Q9 SUV 的推出以及效率提升，这些因素有助于抵消关税和竞争带来的影响。,https://www.binance.com/zh-CN/square/post/302496370347106
1120,日本政府计划采购阿拉斯加石油据金十数据引述日本放送协会NHK报道，日本政府将寻求采购阿拉斯加石油。这一举措可能是为了确保能源供应的稳定性，并应对国际市场的波动。,https://www.binance.com/zh-CN/square/post/302496239291730
1121,地缘政治 | 外汇交易员为中东局势做好准备外汇交易员正在增加对极端波动的保护措施，以应对中东局势的未来发展。Bloomberg 在 X（原 Twitter）发文表示，随着地缘政治紧张局势的加剧，市场参与者对货币市场的潜在影响保持警惕。,https://www.binance.com/zh-CN/square/post/302495942364497
1122,Lycra 公司申请破产保护Lycra 公司已在德克萨斯州申请第 11 章破产保护。Bloomberg 在 X（原 Twitter）发文表示，该公司此举旨在重组其财务状况，以应对当前的经济挑战。,https://www.binance.com/zh-CN/square/post/302495601206785
1123,AI趋势 | Gecko Robotics 获得美国海军合同Gecko Robotics 获得了一份价值高达 7100 万美元的合同，用于提供其壁面攀爬机器人。Bloomberg 在 X（原 Twitter）发文表示，该合同由美国海军和总务管理局授予，旨在利用机器人技术进行维护和检查工作。,https://www.binance.com/zh-CN/square/post/302495027245810
1124,"Abraxas Capital 开启 10 倍杠杆原油空头头寸Abraxas Capital 最近开启了一笔价值约 1398 万美元的 10 倍杠杆原油空头头寸。据 NS3 报道，该头寸规模为 146,601 份原油合约，并在过去 13 小时内开立。",https://www.binance.com/zh-CN/square/post/302494960325697
1125,Stand With Crypto 呼吁美国参议院保护 DeFi 发展Stand With Crypto 向美国参议院银行委员会致信，敦促立法者保护 DeFi 发展，并保留稳定币收益产品的条款。据 NS3 报道，该组织还支持区块链监管确定性法案的语言，明确不控制用户资金的开发者不属于资金传输者。,https://www.binance.com/zh-CN/square/post/302494942009202
1126,JPMorgan Chase & Co.将在波士顿扩招数百职位JPMorgan Chase & Co.计划在波士顿扩招数百个职位。Bloomberg 在 X（原 Twitter）发文表示，该公司已同意成为波士顿最新摩天大楼的主要租户。,https://www.binance.com/zh-CN/square/post/302494208210530
1127,市场情绪转变：全球投资者转向看空Bank of America 最新的基金经理调查显示，过去几个月的“泡沫牛市”市场情绪正在结束。Bloomberg 在 X（原 Twitter）发文表示，全球投资者开始转向看空，市场情绪发生显著变化。,https://www.binance.com/zh-CN/square/post/302493801964882
